post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_aioseo_title,meta:_aioseo_description,meta:_aioseo_keywords,meta:_aioseo_og_title,meta:_aioseo_og_description,meta:_aioseo_twitter_title,meta:_aioseo_og_article_tags,meta:_aioseo_twitter_description,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_gabarity-krovati-mm,attribute_data:pa_gabarity-krovati-mm,attribute_default:pa_gabarity-krovati-mm,attribute:pa_gipoallergennye-napolniteli,attribute_data:pa_gipoallergennye-napolniteli,attribute_default:pa_gipoallergennye-napolniteli,attribute:pa_kreplenie,attribute_data:pa_kreplenie,attribute_default:pa_kreplenie,attribute:pa_mozhno-skrutit-v-rulon,attribute_data:pa_mozhno-skrutit-v-rulon,attribute_default:pa_mozhno-skrutit-v-rulon,attribute:pa_nagruzka,attribute_data:pa_nagruzka,attribute_default:pa_nagruzka,attribute:pa_razmer,attribute_data:pa_razmer,attribute_default:pa_razmer,attribute:pa_razmer-spalnogo-mesta-sm,attribute_data:pa_razmer-spalnogo-mesta-sm,attribute_default:pa_razmer-spalnogo-mesta-sm,attribute:pa_skruchen-v-rulon,attribute_data:pa_skruchen-v-rulon,attribute_default:pa_skruchen-v-rulon,attribute:pa_vysota,attribute_data:pa_vysota,attribute_default:pa_vysota,attribute:pa_vysota-izgolovya,attribute_data:pa_vysota-izgolovya,attribute_default:pa_vysota-izgolovya,attribute:pa_vysota-nozhki,attribute_data:pa_vysota-nozhki,attribute_default:pa_vysota-nozhki,attribute:pa_zhestkost,attribute_data:pa_zhestkost,attribute_default:pa_zhestkost,attribute:pa_zhestkost-storon,attribute_data:pa_zhestkost-storon,attribute_default:pa_zhestkost-storon
"Ecowood Sisal Aloe",ecowood-sisal-aloe,,356,,"<span style=""text-decoration: underline;"">Чехол </span>

Эксклюзивный высокообъемный трикотажный чехол, стеганный ППУ и Hollcon 250 гр/м2

<span style=""text-decoration: underline;"">Состав матраса</span>
<ul>
 	<li>7-зональный ячеистый латекс с алоэ — 20 мм</li>
 	<li>Белый термовойлок НПБ 500 пружин на спальное место 7-ми зональный</li>
 	<li>Белый термовойлок</li>
 	<li>Сизаль — 20 мм</li>
</ul>",publish,,0,"2021-11-16 15:58:28",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/ecowood-sisal-aloe-scaled.jpg ! alt :  ! title : Ecowood Sisal Aloe ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-sisal-aloe-2.png ! alt :  ! title : eco (SISAL ALOE) 2 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-sisal-aloe-3.png ! alt :  ! title : eco (SISAL ALOE) 3 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-sisal-aloe-4.png ! alt :  ! title : eco (SISAL ALOE) 4 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-sisal-aloe-5.png ! alt :  ! title : eco (SISAL ALOE) 5 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-sisal-aloe-6.png ! alt :  ! title : eco (SISAL ALOE) 6 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-sisal-aloe-1.png ! alt :  ! title : eco (SISAL ALOE) 1 ! desc :  ! caption : ",,https://naturavera.org/product/ecowood-sisal-aloe/,0,,,,,,,,,simple,,"Матрасы > Коллекция Trend Style > Серия Ecowood",,,,,,,,,,,,,,,"до 120 кг",1|1|0,,,,,,,,,,,"24 см",0|1|0,,,,,,,,,,,"выше средней/высокая",2|1|0,
"Sunrise Memory Simple",sunrise-memory-simple,,359,,"<span style=""text-decoration: underline;"">Чехол </span>

Эксклюзивный высокообъемный трикотажный чехол, стеганный ППУ и Hollcon 250 гр/м2

<span style=""text-decoration: underline;"">Состав матраса</span>
<ul>
 	<li>Пена с эффектом памяти — 20 мм</li>
 	<li>Белый термовойлок</li>
 	<li>НПБ 500 пружин на спальное место 7-ми зональный</li>
 	<li>Белый термовойлок</li>
 	<li>Пена с эффектом памяти — 20 мм</li>
</ul>",publish,,0,"2021-11-16 16:13:41",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/sunrise-memory-simple-scaled.jpg ! alt :  ! title : Sunrise Memory Simple ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-memory-simple-2.png ! alt :  ! title : sun (MEMORY SIMPLE) 2 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-memory-simple-3.png ! alt :  ! title : sun (MEMORY SIMPLE) 3 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-memory-simple-4.png ! alt :  ! title : sun (MEMORY SIMPLE) 4 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-memory-simple-5.png ! alt :  ! title : sun (MEMORY SIMPLE) 5 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-memory-simple-1.png ! alt :  ! title : sun (MEMORY SIMPLE) 1 ! desc :  ! caption : ",,https://naturavera.org/product/sunrise-memory-simple/,0,,,,,,,,,simple,,"Матрасы > Коллекция Trend Style > Серия Sunrise",,,,,,,,,,,,,,,"до 120 кг",1|1|0,,,,,,,,,,,"24 см",0|1|0,,,,,,,,,,,"ниже средней",2|1|0,
"Sunrise Memory Classic",sunrise-memory-classic,,362,,"<span style=""text-decoration: underline;"">Чехол </span>

Эксклюзивный высокообъемный трикотажный чехол, стеганный ППУ и Hollcon 250 гр/м2

<span style=""text-decoration: underline;"">Состав матраса</span>
<ul>
 	<li>Пена с эффектом памяти — 20 мм</li>
 	<li>Натуральное кокосовое полотно — 10 мм</li>
 	<li>Белый термовойлок</li>
 	<li>НПБ 500 пружин на спальное место 7-ми зональный</li>
 	<li>Белый термовойлок</li>
 	<li>Натуральное кокосовое полотно — 10 мм</li>
 	<li>Пена с эффектом памяти — 20 мм</li>
</ul>",publish,,0,"2021-11-16 16:17:04",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/sunrise-memory-classic-scaled.jpg ! alt :  ! title : Sunrise Memory Classic ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-memory-classic-2.png ! alt :  ! title : sun (MEMORY CLASSIC) 2 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-memory-classic-3.png ! alt :  ! title : sun (MEMORY CLASSIC) 3 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-memory-classic-4.png ! alt :  ! title : sun (MEMORY CLASSIC) 4 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-memory-classic-5.png ! alt :  ! title : sun (MEMORY CLASSIC) 5 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-memory-classic-6.png ! alt :  ! title : sun (MEMORY CLASSIC) 6 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-memory-classic-1.png ! alt :  ! title : sun (MEMORY CLASSIC) 1 ! desc :  ! caption : ",,https://naturavera.org/product/sunrise-memory-classic/,0,,,,,,,,,simple,,"Матрасы > Коллекция Trend Style > Серия Sunrise",,,,,,,,,,,,,,,"до 120 кг",1|1|0,,,,,,,,,,,"26 см",0|1|0,,,,,,,,,,,средняя,2|1|0,
"Sunrise Memory Big",sunrise-memory-big,,365,,"<span style=""text-decoration: underline;"">Чехол </span>
<ul>
 	<li>Эксклюзивный высокообъемный трикотажный чехол, стеганный ППУ и Hollcon 250 гр/м2</li>
</ul>
<span style=""text-decoration: underline;"">Состав матраса</span>
<ul>
 	<li>Пена с эффектом памяти — 20 мм</li>
 	<li>Натуральное кокосовое полотно — 30 мм</li>
 	<li>Белый термовойлок</li>
 	<li>НПБ 500 пружин на спальное место 7-ми зональный</li>
 	<li>Белый термовойлок</li>
 	<li>Натуральное кокосовое полотно — 30 мм</li>
 	<li>Пена с эффектом памяти — 20 мм</li>
</ul>",publish,,0,"2021-11-16 16:19:58",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/sunrise-memory-big-scaled.jpg ! alt :  ! title : Sunrise Memory Big ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-memory-big-2.png ! alt :  ! title : sun (MEMORY BIG) 2 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-memory-big-3.png ! alt :  ! title : sun (MEMORY BIG) 3 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-memory-big-4.png ! alt :  ! title : sun (MEMORY BIG) 4 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-memory-big-5.png ! alt :  ! title : sun (MEMORY BIG) 5 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-memory-big-6.png ! alt :  ! title : sun (MEMORY BIG) 6 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-memory-big-1.png ! alt :  ! title : sun (MEMORY BIG) 1 ! desc :  ! caption : ",,https://naturavera.org/product/sunrise-memory-big/,0,,,,,,,,,simple,,"Матрасы > Коллекция Trend Style > Серия Sunrise",,,,,,,,,,,,,,,"до 140 кг",1|1|0,,,,,,,,,,,"30 см",0|1|0,,,,,,,,,,,"выше средней",2|1|0,
"Sunrise Coal",sunrise-coal,,368,,"<span style=""text-decoration: underline;"">Чехол </span>

Эксклюзивный высокообъемный трикотажный чехол, стеганный ППУ и Hollcon 250 гр/м2

<span style=""text-decoration: underline;"">Состав матраса</span>
<ul>
 	<li>Ячеистая пена с угольной пропиткой — 20 мм</li>
 	<li>Натуральное кокосовое полотно — 10 мм</li>
 	<li>Белый термовойлок</li>
 	<li>НПБ 500 пружин на спальное место 7-ми зональный</li>
 	<li>Белый термовойлок</li>
 	<li>Натуральное кокосовое полотно — 10 мм</li>
 	<li>Ячеистая пена с угольной пропиткой — 20 мм</li>
</ul>",publish,,0,"2021-11-16 16:22:12",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/sunrise-coal-scaled.jpg ! alt :  ! title : Sunrise Coal ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-coal-2.png ! alt :  ! title : sun (COAL) 2 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-coal-3.png ! alt :  ! title : sun (COAL) 3 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-coal-4.png ! alt :  ! title : sun (COAL) 4 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-coal-5.png ! alt :  ! title : sun (COAL) 5 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-coal-6.png ! alt :  ! title : sun (COAL) 6 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/sun-coal-1.png ! alt :  ! title : sun (COAL) 1 ! desc :  ! caption : ",,https://naturavera.org/product/sunrise-coal/,0,,,,,,,,,simple,,"Матрасы > Коллекция Trend Style > Серия Sunrise",,,,,,,,,,,,,,,"до 120 кг",1|1|0,,,,,,,,,,,"25 см",0|1|0,,,,,,,,,,,"выше средней",2|1|0,
"Ultimate Memory Top",ultimate-memory-top,,371,,"<span style=""text-decoration: underline;"">Чехол </span>

Эксклюзивный высокообъемный трикотажный чехол, стеганный ППУ и Hollcon 250 гр/м2

<span style=""text-decoration: underline;"">Pillow Top:</span>
<ul>
 	<li>Пена с эффектом памяти — 20 мм</li>
 	<li>Ячеистая пена с угольной пропиткой — 20 мм</li>
</ul>
<span style=""text-decoration: underline;"">Состав матраса</span>
<ul>
 	<li>Натуральный перфорированный латекс — 30 мм</li>
 	<li>Натуральное кокосовое полотно — 10 мм</li>
 	<li>Белый термовойлок</li>
 	<li>НПБ 500 пружин на спальное место 7-ми зональный</li>
 	<li>Белый термовойлок</li>
 	<li>Полиэфирный нетканый материал Forplit — 10 м</li>
</ul>",publish,,0,"2021-11-16 16:27:55",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/ultimate-memory-top-scaled.jpg ! alt :  ! title : Ultimate Memory Top ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-memory-top-2.png ! alt :  ! title : ult (MEMORY TOP) 2 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-memory-top-3.png ! alt :  ! title : ult (MEMORY TOP) 3 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-memory-top-4.png ! alt :  ! title : ult (MEMORY TOP) 4 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-memory-top-5.png ! alt :  ! title : ult (MEMORY TOP) 5 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-memory-top-6.png ! alt :  ! title : ult (MEMORY TOP) 6 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-memory-top-7.png ! alt :  ! title : ult (MEMORY TOP) 7 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-memory-top-8.png ! alt :  ! title : ult (MEMORY TOP) 8 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-memory-top-9.png ! alt :  ! title : ult (MEMORY TOP) 9 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-memory-top-10.png ! alt :  ! title : ult (MEMORY TOP) 10 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-memory-top-1.png ! alt :  ! title : ult (MEMORY TOP) 1 ! desc :  ! caption : ",,https://naturavera.org/product/ultimate-memory-top/,0,,,,,,,,,simple,,"Матрасы > Коллекция Trend Style > Серия Ultimate",,,,,,,,,,,,,,,"до 120 кг",1|1|0,,,,,,,,,,,"28 см",0|1|0,,,,,,,,,,,"выше средней",2|1|0,
"Ultimate Aloe Top",ultimate-aloe-top,,374,,"<span style=""text-decoration: underline;"">Чехол </span>
<ul>
 	<li>Эксклюзивный высокообъемный трикотажный чехол, стеганный ППУ и Hollcon 250 гр/м2</li>
</ul>
<span style=""text-decoration: underline;"">Pillow Top:</span>
<ul>
 	<li>7-зональный ячеистый латекс с алоэ — 20 мм</li>
 	<li>Высокотехнологичная пена — 30 мм</li>
</ul>
<span style=""text-decoration: underline;"">Состав матраса</span>
<ul>
 	<li>Натуральное кокосовое полотно — 30 мм</li>
 	<li>Белый термовойлок</li>
 	<li>НПБ 500 пружин на спальное место 7-ми зональный</li>
 	<li>Белый термовойлок</li>
 	<li>Полиэфирный нетканый материал Forplit — 10 мм</li>
</ul>",publish,,0,"2021-11-16 16:33:43",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/ultimate-aloe-top-scaled.jpg ! alt :  ! title : Ultimate Aloe Top ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-aloe-top-2.png ! alt :  ! title : ult (ALOE TOP) 2 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-aloe-top-3.png ! alt :  ! title : ult (ALOE TOP) 3 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-aloe-top-4.png ! alt :  ! title : ult (ALOE TOP) 4 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-aloe-top-5.png ! alt :  ! title : ult (ALOE TOP) 5 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-aloe-top-6.png ! alt :  ! title : ult (ALOE TOP) 6 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-aloe-top-7.png ! alt :  ! title : ult (ALOE TOP) 7 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-aloe-top-8.png ! alt :  ! title : ult (ALOE TOP) 8 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-aloe-top-9.png ! alt :  ! title : ult (ALOE TOP) 9 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ult-aloe-top-1.png ! alt :  ! title : ult (ALOE TOP) 1 ! desc :  ! caption : ",,https://naturavera.org/product/ultimate-aloe-top/,0,,,,,,,,,simple,,"Матрасы > Коллекция Trend Style > Серия Ultimate",,,,,,,,,,,,,,,"до 140 кг",1|1|0,,,,,,,,,,,"28 см",0|1|0,,,,,,,,,,,высокая,2|1|0,
"Кровать Comfy",krovat-comfy,,483,,"<div class=""product_subtitle"">ОПИСАНИЕ</div>
Инновационная технология «Кровать в изголовье» - такую кровать легко перевозить, собирать и разбирать. Все детали кровати разборные и убираются внутрь изголовья, поэтому упаковка кровати состоит всего из одной коробки, которая легко поместиться в легковой автомобиль.
<div class=""product_subtitle"">ТЕХНИЧЕСКИЕ ХАРАКТЕРИСТИКИ</div>
<strong>Материал каркаса и б/я</strong>: ДСП, ЛДСП, фанера березовая влагостойкая, ДВП
<strong>Комплектуется</strong> реечным основание на стропе, латофлексы которого выполнены из березовой влагостойкой фанеры
<strong>Ножки</strong>: пластик, высота 6 см
<strong>Обивка на выбор</strong>: велюр, рогожка
<div class=""beds__desc"">
<div class=""image"" style=""margin: 0 auto;""><img class=""alignnone wp-image-493 size-full"" src=""http://naturavera.org/wp-content/themes/storefront-child/assets/img/icons-card/bads-cloth.png"" alt="""" width=""1513"" height=""580""></div>
</div>",publish,,200,"2021-11-17 16:35:48",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/krovat-comfy-luna-33-seryj-fon2-1-scaled.jpg ! alt :  ! title : кровать Comfy Luna 33 серый фон2 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/interer-comfy-luna-33-scaled.jpg ! alt :  ! title : интерьер Comfy Luna 33 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/krovat-comfy-luna-33-seryj-fon1-scaled.jpg ! alt :  ! title : кровать Comfy Luna 33 серый фон1 ! desc :  ! caption : ",,https://naturavera.org/product/krovat-comfy/,0,"Naturavera #post_title #separator_saтовары для сна по разумным ценам","Naturavera #post_title #separator_saтовары высокого качества. Для покупки по оптовым ценам звоните по телефону  7-495-105-92-94#post_excerpt",,,,,,,simple,,Кровати,,,"1605 x 1100 x 2170|1805 х 1100 х 2170|2005 х 1100 х 2170",1|1|0,,,,,,,,,,,,,,,,,"140 x 200|160 x 200|180 x 200",0|1|0,,,,,,,,110см,2|0|0,,6см,3|0|0,,,,,,,
"Кровать Амбер",krovat-amber,,491,,"<div class=""product_subtitle"">ОПИСАНИЕ</div>
Кровать Амбер – это воплощение лаконичной элегантности с эффектными деревянными ножками. Эта кровать украсит любой интерьер и добавит уюта вашей спальне. Комплектуется вместительной системой хранения на безопасных и усиленных газовых механизмах подъема.
<div class=""product_subtitle"">ТЕХНИЧЕСКИЕ ХАРАКТЕРИСТИКИ</div>
<strong>Комплектация</strong>: система хранения с ящиком для белья глубиной 19 см
<strong>Материал каркаса и б/я</strong>: ДСП, ЛДСП, фанера березовая влагостойкая, МДФ, ДВП
<strong>Реечное основание</strong>: разборное
<strong>Подъемный механизм</strong>: EKSAN 142RSD
усиленный производство Турция
<strong>Ножки</strong>: дерево, 10 см
<strong>Обивка на выбор</strong>: велюр, рогожка
<div class=""beds__desc"">
<div class=""image"" style=""margin: 0 auto;""><img class=""alignnone wp-image-493 size-full"" src=""http://naturavera.org/wp-content/themes/storefront-child/assets/img/icons-card/bads-cloth.png"" alt="""" width=""1513"" height=""580""></div>
</div>",publish,,210,"2021-11-17 17:05:05",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/amber1-scaled.jpg ! alt :  ! title : амбер1 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/amber-interer-scaled.jpg ! alt :  ! title : Амбер интерьер ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/amber2-scaled.jpg ! alt :  ! title : амбер2 ! desc :  ! caption : ",,https://naturavera.org/product/krovat-amber/,0,"Naturavera #post_title #separator_saтовары для сна по разумным ценам","Naturavera #post_title #separator_saтовары высокого качества. Для покупки по оптовым ценам звоните по телефону  7-495-105-92-94#post_excerpt",,,,,,,simple,,Кровати,,,"1510 х 1110 х 2150|1710 х 1110 х 2150|1910 х 1110 х 2150",1|1|0,,,,,,,,,,,,,,,,,"140 x 200|160 x 200|180 x 200",0|1|0,,,,,,,,111см,2|0|0,,10см,3|0|0,,,,,,,
"Кровать Белла",bella,,501,,"<div class=""product_subtitle"">ОПИСАНИЕ</div>
Стильная и элегантная кровать Белла с изящным и оригинальным изголовьем. Эта кровать станет украшением вашей спальни. Комплектуется вместительной системой хранения на безопасных и прочных газовых механизмах подъема.
<div class=""product_subtitle"">ТЕХНИЧЕСКИЕ ХАРАКТЕРИСТИКИ</div>
<strong>Материал каркаса и б/я</strong>: ДСП, ЛДСП, фанера березовая влагостойкая, ДВП
<strong>Комплектуется </strong>система хранения с ящиком для белья глубиной 15 см
<strong>Реечное основание</strong>: разборное
<strong>Подъемный механизм</strong>: EKSAN 142RSD усиленный производство Турция
<strong>Ножки</strong>: дерево, 10 см
<strong>Обивка на выбор</strong>: велюр, рогожка
<div class=""beds__desc"">
<div class=""image"" style=""margin: 0 auto;""><img class=""alignnone wp-image-493 size-full"" src=""http://naturavera.org/wp-content/themes/storefront-child/assets/img/icons-card/bads-cloth.png"" alt="""" width=""1513"" height=""580""></div>
</div>",publish,,220,"2021-11-18 00:00:23",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/bella1-scaled.jpg ! alt :  ! title : Белла1 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/bella-interer-scaled.jpg ! alt :  ! title : Белла интерьер ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/bella2-scaled.jpg ! alt :  ! title : Белла2 ! desc :  ! caption : ",,https://naturavera.org/product/bella/,0,"Naturavera #post_title #separator_saтовары для сна по разумным ценам","Naturavera #post_title #separator_saтовары высокого качества. Для покупки по оптовым ценам звоните по телефону  7-495-105-92-94#post_excerpt",,,,,,,simple,,Кровати,,,"1510 х 1120 х 2150|1710 х 1120 х 2150|1910 х 1120 х 2150",3|1|0,,,,,,,,,,,,,,,,,"140 x 200|160 x 200|180 x 200",2|1|0,,,,,,,,112см,0|0|0,,10см,1|0|0,,,,,,,
"Кровать Венна",venna,,507,,"<div class=""product_subtitle"">ОПИСАНИЕ</div>
Классическая модель с крупными квадратами и декоративной отстрочкой. Минималистичный вариант дизайна кровати подойдет для любых современных интерьеров. Комплектуется вместительной системой хранения на безопасных и прочных газовых механизмах подъема.
<div class=""product_subtitle"">ТЕХНИЧЕСКИЕ ХАРАКТЕРИСТИКИ</div>
<strong>Комплектация</strong>: система хранения с ящиком для белья глубиной 15 см
<strong>Материал каркаса и б/я</strong>: ДСП, ЛДСП, фанера березовая влагостойкая, ДВП
<strong>Реечное основание</strong>: разборное
<strong>Подъемный механизм</strong>: EKSAN 142RSD усиленный производство Турция
<strong>Ножки</strong>: пластик, высота 10 см
<strong>Обивка на выбор</strong>: велюр, рогожка
<div class=""beds__desc"">
<div class=""image"" style=""margin: 0 auto;""><img class=""alignnone wp-image-493 size-full"" src=""http://naturavera.org/wp-content/themes/storefront-child/assets/img/icons-card/bads-cloth.png"" alt="""" width=""1513"" height=""580""></div>
</div>",publish,,230,"2021-11-18 00:08:38",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/venna1-scaled.jpg ! alt :  ! title : венна1 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/venna-interer-scaled.jpg ! alt :  ! title : Венна интерьер ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/venna2-scaled.jpg ! alt :  ! title : венна2 ! desc :  ! caption : ",,https://naturavera.org/product/venna/,0,"Naturavera #post_title #separator_saтовары для сна по разумным ценам","Naturavera #post_title #separator_saтовары высокого качества. Для покупки по оптовым ценам звоните по телефону  7-495-105-92-94#post_excerpt",,,,,,,simple,,Кровати,,,"1520 х 1220 х 2140|1720 х 1220 х 2140|1920 х 1220 х 2140",1|1|0,,,,,,,,,,,,,,,,,"140 x 200|160 x 200|180 x 200",0|1|0,,,,,,,,122см,2|0|0,,10см,3|0|0,,,,,,,
